Description,Ends,Length,Qty
Mini Displayport to Displayport M-M,Male to Male,,
Mini Displayport to Displayport M-F,Male to Female,,
Mini Displayport to VGA M-F,Male to Female,,
USB 3.1 Gen1 to Type c ,Male to Male,,
USB Extension Cord M-F,Male to Female,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,  ,
